File	Line	Offset	Length	Key	Pool	Decoded	Original
kevin\fun\hook\KSHook.java	11223	2325	16	3241	kevin.fun.hook.KSHook.f365short	afterDeserialize	java.lang.String r1 = androidx.loader.C1095.m2574(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L8c
kevin\fun\hook\KSHook.java	11432	2447	19	1045	kevin.fun.hook.KSHook.f365short	dexkit_version_code	java.lang.String r0 = androidx.lifecycle.process.C1089.m2127(r0, r1, r3, r4)     // Catch: java.lang.Throwable -> L85
kevin\fun\hook\KSHook.java	11526	2466	17	616	kevin.fun.hook.KSHook.f365short	无法创建 DexKitBridge	java.lang.String r1 = kevin.fun.hook.webdav.C1118.m8509(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L9f
kevin\fun\hook\KSHook.java	12019	2566	11	1587	kevin.fun.hook.KSHook.f365short	/data/data/	java.lang.String r4 = androidx.core.ktx.C1071.m874(r4, r5, r6, r7)     // Catch: java.lang.Throwable -> Lee
kevin\fun\hook\KSHook.java	12027	2577	13	2610	kevin.fun.hook.KSHook.f365short	/files/dexkit	java.lang.String r4 = androidx.core.ktx.C1070.m788(r4, r5, r6, r7)     // Catch: java.lang.Throwable -> Lee
kevin\fun\hook\KSHook.java	12082	2590	18	996	kevin.fun.hook.KSHook.f365short	【Kevin】 ❌ 创建目录失败: 	java.lang.String r2 = androidx.appcompat.C1069.m751(r2, r3, r4, r5)     // Catch: java.lang.Throwable -> Lee
kevin\fun\hook\KSHook.java	12098	2608	27	2156	kevin.fun.hook.KSHook.f365short	【Kevin】 ❌ loadDexKitSo 失败: 	java.lang.String r2 = androidx.loader.C1095.m2574(r2, r3, r4, r5)
kevin\fun\hook\KSHook.java	12286	2637	26	784	kevin.fun.hook.KSHook.f365short	"userName"\s*:\s*"([^"]+)"	java.lang.String r2 = androidx.emoji2.C1080.m1525(r2, r4, r5, r6)     // Catch: java.lang.Throwable -> L1f9
kevin\fun\hook\KSHook.java	12316	2663	28	3186	kevin.fun.hook.KSHook.f365short	userName[^:]*:[^"]*"([^"]+)"	java.lang.String r2 = androidx.vectordrawable.animated.C1102.m3116(r2, r4, r5, r6)     // Catch: java.lang.Throwable -> L1f9
kevin\fun\hook\KSHook.java	12328	2691	20	2142	kevin.fun.hook.KSHook.f365short	"userId"\s*:\s*(\d+)	java.lang.String r2 = androidx.lifecycle.process.C1088.m2044(r2, r4, r5, r6)     // Catch: java.lang.Throwable -> L1f9
kevin\fun\hook\KSHook.java	12358	2711	28	1862	kevin.fun.hook.KSHook.f365short	"kwaiId"\s*:\s*"?([^",}]+)"?	java.lang.String r2 = kevin.fun.hook.C1120.m8645(r2, r4, r5, r6)     // Catch: java.lang.Throwable -> L1f9
kevin\fun\hook\KSHook.java	12367	2739	25	1379	kevin.fun.hook.KSHook.f365short	"caption"\s*:\s*"([^"]*)"	java.lang.String r2 = org.luckypray.dexkit.C1123.m10510(r2, r4, r5, r6)     // Catch: java.lang.Throwable -> L1f9
kevin\fun\hook\KSHook.java	12403	2787	23	2288	kevin.fun.hook.KSHook.f365short	"timestamp"\s*:\s*(\d+)	java.lang.String r2 = kevin.fun.hook.webdav.C1118.m8509(r2, r4, r5, r6)     // Catch: java.lang.Throwable -> L1f9
kevin\fun\hook\KSHook.java	12412	2810	27	342	kevin.fun.hook.KSHook.f365short	"photoType"\s*:\s*"([^"]+)"	java.lang.String r2 = androidx.lifecycle.process.C1091.m2229(r2, r4, r5, r6)     // Catch: java.lang.Throwable -> L1f9
kevin\fun\hook\KSHook.java	12772	3013	19	2644	kevin.fun.hook.KSHook.f365short	yyyy-MM-dd HH:mm:ss	java.lang.String r4 = kevin.fun.hook.C1120.m8645(r4, r5, r6, r7)     // Catch: java.lang.NumberFormatException -> L7e
kevin\fun\hook\KSHook.java	12837	3045	5	3045	kevin.fun.hook.KSHook.f365short	ǾǐǃǜǛ	java.lang.String r1 = androidx.lifecycle.process.C1087.m2008(r1, r2, r3, r4)     // Catch: java.lang.Exception -> L67
kevin\fun\hook\KSHook.java	12982	3073	1	1	kevin.fun.hook.KSHook.f365short	ࣰ	java.lang.String r3 = androidx.startup.C1101.m3014(r3, r4, r5, r8)     // Catch: java.lang.Exception -> L151
kevin\fun\hook\KSHook.java	13074	3078	5	5	kevin.fun.hook.KSHook.f365short	ȝȳȠȿȸ	java.lang.String r4 = androidx.emoji2.viewsintegration.C1079.m1457(r4, r5, r6, r7)     // Catch: java.lang.Exception -> L63
kevin\fun\hook\KSHook.java	13402	3103	5	1260	kevin.fun.hook.KSHook.f365short	SHARE	java.lang.String r0 = androidx.interpolator.C1083.m1723(r0, r1, r2, r3)     // Catch: java.lang.Throwable -> L6a
kevin\fun\hook\KSHook.java	13411	3108	16	2060	kevin.fun.hook.KSHook.f365short	onBindViewHolder	java.lang.String r1 = androidx.activity.C1062.m170(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L6a
kevin\fun\hook\KSHook.java	13555	3208	24	3089	kevin.fun.hook.KSHook.f365short	【Kevin】 ❌ 找不到 libmmkv.so	java.lang.String r1 = androidx.interpolator.C1082.m1694(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L86
kevin\fun\hook\KSHook.java	13569	3232	15	2523	kevin.fun.hook.KSHook.f365short	mmkv/libmmkv.so	java.lang.String r4 = androidx.lifecycle.runtime.C1092.m2337(r4, r5, r6, r7)     // Catch: java.lang.Throwable -> L86
kevin\fun\hook\KSHook.java	13722	3420	19	1679	kevin.fun.hook.KSHook.f365short	【Kevin】 ❌ SO 文件准备失败	java.lang.String r0 = kevin.fun.hook.webdav.C1119.m8576(r0, r1, r2, r3)     // Catch: java.lang.Throwable -> La7
kevin\fun\hook\KSHook.java	13742	3439	20	1687	kevin.fun.hook.KSHook.f365short	【Kevin】 🔴 初始化崩溃详情:
	java.lang.String r2 = androidx.lifecycle.viewmodel.C1093.m2415(r2, r3, r4, r5)
kevin\fun\hook\KSHook.java	13833	3294	21	449	kevin.fun.hook.KSHook.f365short	com.tencent.mmkv.MMKV	java.lang.String r1 = androidx.documentfile.C1076.m1234(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> La7
kevin\fun\hook\KSHook.java	13855	3326	10	2138	kevin.fun.hook.KSHook.f365short	initialize	java.lang.String r2 = androidx.lifecycle.process.C1090.m2213(r2, r3, r4, r5)     // Catch: java.lang.Throwable -> L1b7
kevin\fun\hook\KSHook.java	13886	3336	24	3100	kevin.fun.hook.KSHook.f365short	【Kevin】 ⚠️ MMKV 可能已初始化: 	java.lang.String r2 = androidx.interpolator.C1082.m1694(r2, r3, r4, r5)     // Catch: java.lang.Throwable -> La7
kevin\fun\hook\KSHook.java	13898	3360	10	826	kevin.fun.hook.KSHook.f365short	mmkvWithID	java.lang.String r1 = androidx.annotation.experimental.C1067.m581(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> La7
kevin\fun\hook\KSHook.java	13904	3370	11	1705	kevin.fun.hook.KSHook.f365short	kevin_prefs	java.lang.String r2 = kevin.fun.hook.webdav.C1118.m8509(r2, r3, r4, r5)     // Catch: java.lang.Throwable -> La7
kevin\fun\hook\KSHook.java	13947	3381	11	2699	kevin.fun.hook.KSHook.f365short	kevin_prefs	java.lang.String r2 = androidx.vectordrawable.C1105.m3247(r2, r3, r4, r5)     // Catch: java.lang.Throwable -> La7
kevin\fun\hook\KSHook.java	14046	3459	22	2006	kevin.fun.hook.KSHook.f365short	【Kevin】 versionName = 	java.lang.String r4 = androidx.vectordrawable.C1104.m3232(r4, r5, r6, r7)     // Catch: java.lang.Throwable -> La9
kevin\fun\hook\KSHook.java	14096	3538	32	684	kevin.fun.hook.KSHook.f365short	【Kevin】 saveVersionInfo failed: 	java.lang.String r2 = androidx.startup.C1101.m3014(r2, r3, r4, r5)
kevin\fun\hook\KSHook.java	14246	3570	5	2464	kevin.fun.hook.KSHook.f365short	成功下载 	java.lang.String r1 = androidx.lifecycle.process.C1089.m2127(r1, r2, r3, r4)
kevin\fun\hook\KSHook.java	14254	3575	4	1287	kevin.fun.hook.KSHook.f365short	 张图片	java.lang.String r1 = androidx.lifecycle.livedata.C1084.m1796(r1, r2, r3, r4)
kevin\fun\hook\KSHook.java	14285	3579	2	2410	kevin.fun.hook.KSHook.f365short	 (	java.lang.String r1 = androidx.appcompat.resources.C1068.m652(r1, r2, r3, r4)
kevin\fun\hook\KSHook.java	14682	3608	30	679	kevin.fun.hook.KSHook.f365short	【Kevin】 showSettingsDialog失败: 	java.lang.String r2 = androidx.viewpager.C1108.m3518(r2, r3, r4, r5)
kevin\fun\hook\KSHook.java	14989	3638	22	2299	kevin.fun.hook.KSHook.f365short	【Kevin】: [质量选择] 显示失败: 	java.lang.String r2 = androidx.drawerlayout.C1077.m1343(r2, r3, r4, r5)
kevin\fun\hook\KSHook.java	15446	3672	4	2252	kevin.fun.hook.KSHook.f365short	未知时间	java.lang.String r0 = androidx.lifecycle.process.C1088.m2044(r0, r1, r3, r4)     // Catch: java.lang.Throwable -> L236
kevin\fun\hook\KSHook.java	23456	3747	20	2344	kevin.fun.hook.KSHook.f365short	【Kevin】: Hook初始化失败: 	java.lang.String r2 = androidx.vectordrawable.C1105.m3247(r2, r3, r4, r5)
kevin\fun\hook\KSHook.java	23587	3830	8	2048	kevin.fun.hook.KSHook.f365short	获取视频信息异常	java.lang.String r0 = kevin.fun.hook.webdav.C1118.m8509(r0, r1, r2, r3)
kevin\fun\hook\KSHook.java	23791	3846	8	3115	kevin.fun.hook.KSHook.f365short	获取页面内容失败	java.lang.String r0 = kevin.fun.hook.audio.C1117.m8169(r0, r1, r2, r3)     // Catch: java.lang.Throwable -> Lbc
kevin\fun\hook\KSHook.java	24932	3985	3	646	kevin.fun.hook.KSHook.f365short	下载中	java.lang.String r1 = dev.rikka.ndk.thirdparty.libcxx.C1110.m3697(r1, r2, r3, r4)
kevin\fun\hook\KSHook.java	24948	3988	6	1624	kevin.fun.hook.KSHook.f365short	%.1fMB	java.lang.String r2 = androidx.interpolator.C1081.m1616(r2, r4, r5, r6)
kevin\fun\hook\KSHook.java	25250	4009	14	1363	kevin.fun.hook.KSHook.f365short	获取视频ID失败，请稍后重试	java.lang.String r0 = androidx.activity.C1064.m310(r0, r1, r2, r3)
kevin\fun\hook\MMKVHelper.java	28	0	12	2156	kevin.fun.hook.MMKVHelper.f369short	kevin_config	java.lang.String r0 = androidx.drawerlayout.C1077.m1343(r0, r3, r1, r2)
kevin\fun\hook\MMKVHelper.java	97	12	5	1291	kevin.fun.hook.MMKVHelper.f369short	clear	java.lang.String r1 = androidx.loader.C1094.m2495(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L39
kevin\fun\hook\MMKVHelper.java	199	25	5	1205	kevin.fun.hook.MMKVHelper.f369short	clear	java.lang.String r1 = androidx.vectordrawable.C1105.m3247(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L60
kevin\fun\hook\MMKVHelper.java	269	30	6	1742	kevin.fun.hook.MMKVHelper.f369short	remove	java.lang.String r3 = androidx.lifecycle.viewmodel.C1093.m2415(r3, r4, r5, r6)     // Catch: java.lang.Throwable -> Lcb
kevin\fun\hook\MMKVHelper.java	300	36	21	2310	kevin.fun.hook.MMKVHelper.f369short	【Kevin】 clearAll 失败: 	java.lang.String r2 = androidx.vectordrawable.C1104.m3232(r2, r3, r4, r5)
kevin\fun\hook\MMKVHelper.java	564	103	12	0	kevin.fun.hook.MMKVHelper.f369short	࣢ࣣࣩࣥ࣢ࣲࣣ࣯ࣕࣴࣨ࣡	java.lang.String r2 = androidx.lifecycle.livedata.C1084.m1796(r2, r3, r4, r5)     // Catch: java.lang.Throwable -> L8a
kevin\fun\hook\MMKVHelper.java	631	115	20	1347	kevin.fun.hook.MMKVHelper.f369short	【Kevin】 getBytes 失败[	java.lang.String r3 = org.luckypray.dexkit.C1123.m10510(r3, r4, r5, r6)
kevin\fun\hook\MMKVHelper.java	867	170	10	1551	kevin.fun.hook.MMKVHelper.f369short	decodeLong	java.lang.String r1 = androidx.emoji2.viewsintegration.C1079.m1457(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L5d
kevin\fun\hook\MMKVHelper.java	942	180	12	354	kevin.fun.hook.MMKVHelper.f369short	decodeString	java.lang.String r1 = kevin.fun.hook.webdav.C1119.m8576(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L56
kevin\fun\hook\MMKVHelper.java	1298	265	6	1709	kevin.fun.hook.MMKVHelper.f369short	෱෺෷෻෰෱	java.lang.String r1 = androidx.activity.C1065.m410(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L49
kevin\fun\hook\MMKVHelper.java	1408	271	6	1281	kevin.fun.hook.MMKVHelper.f369short	encode	java.lang.String r2 = kevin.fun.hook.C1120.m8645(r2, r3, r4, r5)     // Catch: java.lang.Throwable -> L63
kevin\fun\hook\MMKVHelper.java	1441	277	20	3030	kevin.fun.hook.MMKVHelper.f369short	【Kevin】 putBytes 失败[	java.lang.String r2 = androidx.core.ktx.C1071.m874(r2, r3, r4, r5)
kevin\fun\hook\MMKVHelper.java	1960	410	2	471	kevin.fun.hook.MMKVHelper.f369short	ok	java.lang.String r0 = androidx.appcompat.C1069.m751(r0, r1, r2, r3)
kevin\fun\hook\MMKVHelper.java	1966	412	11	1861	kevin.fun.hook.MMKVHelper.f369short	_self_check	java.lang.String r1 = androidx.loader.C1095.m2574(r1, r2, r3, r4)
kevin\fun\hook\MMKVHelper.java	2021	448	21	1724	kevin.fun.hook.MMKVHelper.f369short	【Kevin】 ❌ MMKV 自检异常: 	java.lang.String r2 = androidx.versionedparcelable.C1107.m3485(r2, r3, r4, r5)
kevin\fun\hook\MMKVHelper.java	2085	469	4	1189	kevin.fun.hook.MMKVHelper.f369short	sync	java.lang.String r1 = dev.rikka.ndk.thirdparty.libcxx.C1112.m3796(r1, r2, r3, r4)     // Catch: java.lang.Throwable -> L39
kevin\fun\hook\MMKVHelper.java	2289	483	30	2155	kevin.fun.hook.MMKVHelper.f369short	【Kevin】 ❌ MMKV 自愈失败：获取实例为 null	java.lang.String r0 = androidx.lifecycle.runtime.C1092.m2337(r0, r1, r2, r3)     // Catch: java.lang.Throwable -> Le2
kevin\fun\hook\OriginalVideoParser.java	30	0	7	2126	kevin.fun.hook.OriginalVideoParser.f370short	【Kevin】	java.lang.String r0 = androidx.activity.C1063.m241(r0, r1, r2, r3)
kevin\fun\hook\OriginalVideoParser.java	96	20	135	2864	kevin.fun.hook.OriginalVideoParser.f370short	Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1	java.lang.String r3 = androidx.customview.C1075.m1138(r3, r4, r5, r6)     // Catch: java.lang.Exception -> L3a4 java.lang.Throwable -> L3ac
kevin\fun\hook\OriginalVideoParser.java	233	170	44	2371	kevin.fun.hook.OriginalVideoParser.f370short	"play_addr"\s*:\s*\{\s*"uri"\s*:\s*"([^"]+)"	java.lang.String r2 = dev.rikka.ndk.thirdparty.libcxx.C1112.m3796(r2, r5, r6, r7)     // Catch: java.lang.Exception -> L3a8 java.lang.Throwable -> L3b1
kevin\fun\hook\OriginalVideoParser.java	341	240	26	2634	kevin.fun.hook.OriginalVideoParser.f370short	"aweme_id"\s*:\s*"([^"]+)"	java.lang.String r2 = dev.rikka.ndk.thirdparty.libcxx.C1110.m3697(r2, r5, r6, r7)     // Catch: java.lang.Exception -> L3a8 java.lang.Throwable -> L3b1
kevin\fun\hook\OriginalVideoParser.java	419	266	50	2323	kevin.fun.hook.OriginalVideoParser.f370short	https://www.iesdouyin.com/aweme/v1/play/?video_id=	java.lang.String r4 = androidx.viewpager.C1108.m3518(r4, r5, r6, r7)     // Catch: java.lang.Exception -> L3a8 java.lang.Throwable -> L3b1
kevin\fun\hook\OriginalVideoParser.java	451	393	15	1830	kevin.fun.hook.OriginalVideoParser.f370short	【Kevin】未找到视频URI	java.lang.String r1 = androidx.versionedparcelable.C1107.m3485(r1, r2, r4, r5)     // Catch: java.lang.Exception -> L3a8 java.lang.Throwable -> L3b1
kevin\fun\hook\OriginalVideoParser.java	458	408	7	2743	kevin.fun.hook.OriginalVideoParser.f370short	未找到视频链接	java.lang.String r1 = androidx.lifecycle.process.C1087.m2008(r1, r2, r4, r5)     // Catch: java.lang.Exception -> L3a8 java.lang.Throwable -> L3b1
kevin\fun\hook\OriginalVideoParser.java	520	415	1	1721	kevin.fun.hook.OriginalVideoParser.f370short	
	java.lang.String r5 = com.tencent.mmkv.C1109.m3629(r5, r6, r7, r8)     // Catch: java.lang.Exception -> L3a8 java.lang.Throwable -> L3b1
kevin\fun\hook\OriginalVideoParser.java	582	432	6	53775	kevin.fun.hook.OriginalVideoParser.f370short	壯뚜踎輴턶턬	java.lang.String r4 = androidx.activity.C1064.m310(r4, r5, r6, r7)     // Catch: java.lang.Throwable -> L3b1
kevin\fun\hook\OriginalVideoParser.java	802	438	6	848	kevin.fun.hook.OriginalVideoParser.f370short	分享链接为空	java.lang.String r0 = androidx.loader.C1096.m2645(r0, r1, r2, r3)
kevin\fun\hook\Pexellad.java	23	0	36	328	kevin.fun.hook.Pexellad.f378short	com.imaginstudio.imagetools.pixellab	java.lang.String r0 = androidx.emoji2.C1080.m1525(r0, r1, r2, r3)
kevin\fun\hook\Pexellad.java	522	104	20	2965	kevin.fun.hook.Pexellad.f378short	android.app.Activity	java.lang.String r0 = androidx.activity.C1064.m310(r0, r1, r2, r3)     // Catch: java.lang.Throwable -> Lf8
kevin\fun\hook\PPHook.java	261	0	8	1068	kevin.fun.hook.PPHook.RunnableC06601.f372short	❌ 请先登录抖音	java.lang.String r2 = org.luckypray.dexkit.C1124.m10545(r2, r7, r3, r4)
kevin\fun\hook\PPHook.java	924	9	3	1821	kevin.fun.hook.PPHook.RunnableC06612.f373short	uid	java.lang.String r2 = androidx.loader.C1097.m2734(r2, r3, r4, r6)     // Catch: java.lang.Throwable -> L5a1
kevin\fun\hook\PPHook.java	1061	16	55	1182	kevin.fun.hook.PPHook.RunnableC06612.f373short	https://tg-verify-api.kevin0529422.workers.dev/activate	java.lang.String r3 = org.luckypray.dexkit.C1123.m10510(r3, r4, r6, r8)     // Catch: java.lang.Throwable -> L511 java.lang.Exception -> L522
kevin\fun\hook\PPHook.java	1082	71	4	50844	kevin.fun.hook.PPHook.RunnableC06612.f373short	쾁쾞쾂쾅	java.lang.String r2 = androidx.vectordrawable.C1104.m3232(r2, r3, r4, r6)     // Catch: java.lang.Throwable -> L4a0 java.lang.Exception -> L4b0
kevin\fun\hook\PPHook.java	1102	118	6	50844	kevin.fun.hook.PPHook.RunnableC06612.f373short	쪓쪱쪱쪷쪢쪦	java.lang.String r2 = kevin.fun.hook.webdav.C1118.m8509(r2, r3, r4, r6)     // Catch: java.lang.Throwable -> L4a0 java.lang.Exception -> L4b0
kevin\fun\hook\PPHook.java	1108	124	16	50844	kevin.fun.hook.PPHook.RunnableC06612.f373short	챠챱챱챭챨챢챠챵챨챮챯찮챫챲챮챯	java.lang.String r3 = dev.rikka.ndk.thirdparty.libcxx.C1112.m3796(r3, r4, r6, r8)     // Catch: java.lang.Throwable -> L4a0 java.lang.Exception -> L4b0
kevin\fun\hook\PPHook.java	1141	172	35	2484	kevin.fun.hook.PPHook.RunnableC06612.f373short	Mozilla/5.0 (Android) KevinHook/1.0	java.lang.String r3 = dev.rikka.ndk.thirdparty.libcxx.C1110.m3697(r3, r4, r6, r8)     // Catch: java.lang.Throwable -> L4a0 java.lang.Exception -> L4b0
kevin\fun\hook\PPHook.java	1197	207	21	1924	kevin.fun.hook.PPHook.RunnableC06612.f373short	activateCode attempt=	java.lang.String r6 = androidx.activity.C1064.m310(r6, r8, r9, r15)     // Catch: java.lang.Exception -> L417 java.lang.Throwable -> L4a0
kevin\fun\hook\PPHook.java	1205	228	15	921	kevin.fun.hook.PPHook.RunnableC06612.f373short	, responseCode=	java.lang.String r6 = androidx.loader.C1095.m2574(r6, r8, r9, r15)     // Catch: java.lang.Exception -> L417 java.lang.Throwable -> L4a0
kevin\fun\hook\PPHook.java	1430	268	14	1806	kevin.fun.hook.PPHook.RunnableC06612.f373short	服务端返回空响应，HTTP=	java.lang.String r6 = androidx.interpolator.C1081.m1616(r6, r8, r9, r15)     // Catch: java.lang.Exception -> L407 java.lang.Throwable -> L490
kevin\fun\hook\PPHook.java	1629	282	14	1713	kevin.fun.hook.PPHook.RunnableC06612.f373short	activateCode 第	java.lang.String r6 = kevin.fun.hook.webdav.C1119.m8576(r6, r8, r9, r15)     // Catch: java.lang.Throwable -> L5a1
kevin\fun\hook\PPHook.java	1637	296	5	1980	kevin.fun.hook.PPHook.RunnableC06612.f373short	次异常: 	java.lang.String r6 = androidx.core.C1073.m1028(r6, r8, r9, r15)     // Catch: java.lang.Throwable -> L5a1
kevin\fun\hook\PPHook.java	1810	301	19	1	kevin.fun.hook.PPHook.RunnableC06612.f373short	ʁʃʔʉʖʁʔʅʣʏʄʅˀ寶庢巢峘˚ˀ	java.lang.String r5 = androidx.lifecycle.process.C1089.m2127(r5, r6, r7, r8)     // Catch: java.lang.Throwable -> L617
kevin\fun\hook\PPHook.java	2034	0	55	836	kevin.fun.hook.PPHook.f371short	https://tg-verify-api.kevin0529422.workers.dev/activate	java.lang.String r0 = kevin.fun.hook.C1120.m8645(r0, r4, r1, r2)
kevin\fun\hook\PPHook.java	2055	93	15	1130	kevin.fun.hook.PPHook.f371short	activation_code	java.lang.String r0 = androidx.documentfile.C1076.m1234(r0, r1, r2, r3)
kevin\fun\hook\PPHook.java	2062	108	14	1061	kevin.fun.hook.PPHook.f371short	activation_uid	java.lang.String r0 = androidx.lifecycle.process.C1090.m2213(r0, r1, r2, r3)
kevin\fun\hook\PPHook.java	2069	122	17	3229	kevin.fun.hook.PPHook.f371short	vip_welcome_shown	java.lang.String r0 = kevin.fun.hook.audio.C1117.m8169(r0, r1, r2, r3)
kevin\fun\hook\PPHook.java	2076	139	22	2172	kevin.fun.hook.PPHook.f371short	https://t.me/Kevin_Dyy	java.lang.String r0 = androidx.activity.C1066.m468(r0, r1, r2, r3)
kevin\fun\hook\PPHook.java	2231	214	20	1230	kevin.fun.hook.PPHook.f371short	验证失败: context 为 null	java.lang.String r0 = androidx.lifecycle.runtime.C1092.m2337(r0, r1, r2, r3)
kevin\fun\hook\PPHook.java	2289	234	8	697	kevin.fun.hook.PPHook.f371short	❌ 请先登录抖音	java.lang.String r0 = androidx.interpolator.C1082.m1694(r0, r1, r2, r3)
kevin\fun\hook\PPHook.java	2295	242	29	2992	kevin.fun.hook.PPHook.f371short	未检测到有效的抖音账号信息

请先登录抖音，然后再进行激活	java.lang.String r1 = androidx.annotation.experimental.C1067.m581(r1, r2, r3, r4)
kevin\fun\hook\PPHook.java	2342	287	17	2071	kevin.fun.hook.PPHook.f371short	vip_welcome_shown	java.lang.String r0 = androidx.customview.C1074.m1116(r0, r1, r2, r3)
kevin\fun\hook\PPHook.java	2783	379	3	484	kevin.fun.hook.PPHook.f371short	GET	java.lang.String r2 = androidx.versionedparcelable.C1106.m3338(r2, r3, r4, r5)     // Catch: java.lang.Exception -> L1bd java.lang.Throwable -> L1c0
kevin\fun\hook\PPHook.java	3115	465	18	1	kevin.fun.hook.PPHook.f371short	ЖДЃОЁЖЃВГШЖДДИЂЙЃЄ	java.lang.String r0 = kevin.fun.hook.audio.C1114.m7940(r0, r3, r4, r5)
kevin\fun\hook\PPHook.java	3142	483	1	1	kevin.fun.hook.PPHook.f371short	٘	java.lang.String r0 = androidx.lifecycle.process.C1087.m2008(r0, r4, r2, r5)
kevin\fun\hook\PPHook.java	3262	484	4	2399	kevin.fun.hook.PPHook.f371short	null	java.lang.String r1 = kevin.fun.hook.C1120.m8645(r1, r3, r4, r5)
kevin\fun\hook\PPHook.java	3343	498	3	2288	kevin.fun.hook.PPHook.f371short	\d+	java.lang.String r1 = dev.rikka.ndk.thirdparty.libcxx.C1110.m3697(r1, r3, r4, r5)
kevin\fun\hook\PPHook.java	3426	501	13	2505	kevin.fun.hook.PPHook.f371short	名单尚未加载完成，暂不匹配	java.lang.String r1 = androidx.lifecycle.livedata.C1085.m1814(r1, r2, r3, r4)
kevin\fun\hook\PPHook.java	3563	557	11	1082	kevin.fun.hook.PPHook.f371short	名单加载失败，响应为空	java.lang.String r0 = androidx.customview.C1074.m1116(r0, r1, r3, r4)     // Catch: java.lang.Exception -> Lb6
kevin\fun\hook\PPHook.java	3735	625	5	5	kevin.fun.hook.PPHook.f371short	॒॓ीफा	java.lang.String r12 = androidx.activity.C1065.m410(r2, r3, r4, r5)
kevin\fun\hook\PPHook.java	3987	696	4	50844	kevin.fun.hook.PPHook.f371short	솟솀솜솛	java.lang.String r2 = kevin.fun.hook.webdav.C1119.m8576(r2, r3, r5, r7)     // Catch: java.lang.Throwable -> L435 java.lang.Exception -> L48e
kevin\fun\hook\PPHook.java	4040	787	10	885	kevin.fun.hook.PPHook.f371short	User-Agent	java.lang.String r2 = androidx.interpolator.C1081.m1616(r2, r3, r5, r7)     // Catch: java.lang.Throwable -> L435 java.lang.Exception -> L48e
kevin\fun\hook\PPHook.java	4046	797	35	2583	kevin.fun.hook.PPHook.f371short	Mozilla/5.0 (Android) KevinHook/1.0	java.lang.String r3 = androidx.drawerlayout.C1077.m1343(r3, r5, r7, r8)     // Catch: java.lang.Throwable -> L435 java.lang.Exception -> L48e
kevin\fun\hook\PPHook.java	4157	875	2	1073	kevin.fun.hook.PPHook.f371short	ok	java.lang.String r5 = org.luckypray.dexkit.C1125.m10615(r5, r7, r8, r14)     // Catch: java.lang.Exception -> L374 java.lang.Throwable -> L435
kevin\fun\hook\PPHook.java	4166	877	6	2573	kevin.fun.hook.PPHook.f371short	status	java.lang.String r5 = org.luckypray.dexkit.C1123.m10510(r5, r7, r8, r14)     // Catch: java.lang.Exception -> L374 java.lang.Throwable -> L435
kevin\fun\hook\PPHook.java	4174	883	5	978	kevin.fun.hook.PPHook.f371short	count	java.lang.String r5 = androidx.core.ktx.C1071.m874(r5, r7, r8, r14)     // Catch: java.lang.Exception -> L374 java.lang.Throwable -> L435
kevin\fun\hook\PPHook.java	4183	888	5	1423	kevin.fun.hook.PPHook.f371short	error	java.lang.String r5 = androidx.appcompat.resources.C1068.m652(r5, r7, r8, r14)     // Catch: java.lang.Exception -> L374 java.lang.Throwable -> L435
kevin\fun\hook\PPHook.java	4440	926	19	2207	kevin.fun.hook.PPHook.f371short	activateCode 外层异常: 	java.lang.String r5 = androidx.drawerlayout.C1077.m1343(r5, r6, r7, r8)     // Catch: java.lang.Throwable -> L595
kevin\fun\hook\PPHook.java	4524	921	5	2871	kevin.fun.hook.PPHook.f371short	次异常: 	java.lang.String r7 = androidx.core.ktx.C1070.m788(r7, r8, r14, r15)     // Catch: java.lang.Throwable -> L5d1
kevin\fun\hook\PPHook.java	4892	982	7	2999	kevin.fun.hook.PPHook.f371short	already	java.lang.String r2 = androidx.loader.C1098.m2787(r0, r2, r3, r4)
kevin\fun\hook\PPHook.java	4989	1052	6	744	kevin.fun.hook.PPHook.f371short	✅ 激活成功	java.lang.String r1 = androidx.emoji2.C1080.m1525(r1, r2, r3, r4)
kevin\fun\hook\PPHook.java	5018	1023	14	706	kevin.fun.hook.PPHook.f371short	激活成功！

绑定抖音用户：	java.lang.String r2 = androidx.interpolator.C1081.m1616(r2, r3, r4, r5)
kevin\fun\hook\PPHook.java	5228	1099	6	2197	kevin.fun.hook.PPHook.f371short	激活失败：
	java.lang.String r1 = androidx.activity.C1065.m410(r1, r2, r3, r4)
