com/example/dyhelper/beta/BlacklistVerifier.java	https://raw.githubusercontent.com/yyhh73144-max/dyhelperUser/refs/heads/main/blacklist_users.json
p000/u72.java	https://raw.githubusercontent.com/yyhh73144-max/dyhelperUser/refs/heads/main/update.json
p000/s90.java	https://raw.githubusercontent.com/yyhh73144-max/dyhelperUser/refs/heads/main/geonames/geonames_regions.zip.{001-008}
p000/s90.java	https://gh-proxy.org/https://raw.githubusercontent.com/yyhh73144-max/dyhelperUser/refs/heads/main/geonames/geonames_regions.zip.{001-008}
p000/s72.java	https://ghproxy.net/
p000/s72.java	https://gh.jasonzeng.dev/
hook/comment/bookmark/CommentBookmarkNetCompat.java	https://aweme.snssdk.com
p000/i81.java	https://vassets-backend.douyin.com/gameplay/farm/get_farm_info
p000/b0.java	https://vassets-backend.douyin.com/gameplay/farm/plant_crops
p000/j81.java	https://stark-game.zijieapi.com/config/v2/load
p000/j81.java	https://vassets-backend.douyin.com/room/user/pet/relation_list
p000/p91.java	https://stark-gate.zijieapi.com/ttgame/social_pet/feed
p000/p91.java	https://stark-gate.zijieapi.com/ttgame/social_pet/feed/get
p000/se1.java	https://stark-gate.zijieapi.com/ttgame/social_pet/closeness/claim
p000/xn0.java	https://api.amemv.com/aweme/im/growth/pet/task/reward
p000/q71.java	https://api.seekin.ai/ikool/media/download
p000/q71.java	https://www.seekin.ai
p000/C0010a9.java	https://www.douyin.com/
p000/C0277f9.java	https://www.douyin.com/video/
p000/C0963wx.java	https://www.douyin.com/
p000/ry1.java	https://v1.hitokoto.cn/?encode=json&charset=utf-8
p000/ry1.java	https://v2.jinrishici.com/one.json
p000/bv1.java	https://t.me/MFDYHelper
p000/t61.java	https://t.me/MFDYHelper
